Anno,Temp Media (oC)_mean,Temp Media (oC)_var,Temp Max (oC)_mean,Temp Max (oC)_var,Temp Minima (oC)_mean,Temp Minima (oC)_var,Humedad Media (%)_mean,Humedad Media (%)_var,Humedad Max (%)_mean,Humedad Max (%)_var,Humedad Min (%)_mean,Humedad Min (%)_var,Velviento (m/s)_mean,Velviento (m/s)_var,DirViento (o)_mean,DirViento (o)_var,VelVientoMax (m/s)_mean,VelVientoMax (m/s)_var,Precipitacion (mm)_mean,Precipitacion (mm)_var,Temp Media (oC)_mean_Semana_Pasada,Temp Media (oC)_var_Semana_Pasada,Temp Max (oC)_mean_Semana_Pasada,Temp Max (oC)_var_Semana_Pasada,Temp Minima (oC)_mean_Semana_Pasada,Temp Minima (oC)_var_Semana_Pasada,Humedad Media (%)_mean_Semana_Pasada,Humedad Media (%)_var_Semana_Pasada,Humedad Max (%)_mean_Semana_Pasada,Humedad Max (%)_var_Semana_Pasada,Humedad Min (%)_mean_Semana_Pasada,Humedad Min (%)_var_Semana_Pasada,Velviento (m/s)_mean_Semana_Pasada,Velviento (m/s)_var_Semana_Pasada,DirViento (o)_mean_Semana_Pasada,DirViento (o)_var_Semana_Pasada,VelVientoMax (m/s)_mean_Semana_Pasada,VelVientoMax (m/s)_var_Semana_Pasada,Precipitacion (mm)_mean_Semana_Pasada,Precipitacion (mm)_var_Semana_Pasada,superficie,numero_incendios,Sin_Semana,Cos_Semana,superficie_anterior,numero_anterior
2011,21.0971,13.7932,31.6786,31.9136,9.9329,3.8441,58.0114,50.1107,93.5143,14.2681,24.2086,59.3698,0.6786,0.0082,138.0329,12259.5592,4.5529,0.6906,0.0,0.0,17.5443,1.893,25.7114,6.4768,9.5557,5.2074,65.9843,12.5912,92.6286,11.299,38.4914,44.5141,0.6371,0.0169,202.5071,8569.122,3.94,0.5341,0.0,0.0,97.79,8.0,0.12053668025532308,-0.992708874098054,13.46,3.0
2011,19.0728,16.9918,28.2959,39.5698,10.4287,17.9489,65.9839,65.2314,95.3179,19.8114,34.8342,267.9627,0.7671,0.0481,192.9196,15543.2896,4.5816,1.8238,0.3492,0.7038,21.0971,13.7932,31.6786,31.9136,9.9329,3.8441,58.0114,50.1107,93.5143,14.2681,24.2086,59.3698,0.6786,0.0082,138.0329,12259.5592,4.5529,0.6906,0.0,0.0,19.13,9.0,-3.216245299353273e-16,-1.0,97.79,8.0
2011,17.7457,2.9346,24.7057,13.4684,11.2657,5.1297,70.18,122.5334,93.1,29.91,44.2443,236.9303,0.6329,0.0093,221.5843,5435.1201,4.0386,0.5087,1.3986,13.692,19.0728,16.9918,28.2959,39.5698,10.4287,17.9489,65.9839,65.2314,95.3179,19.8114,34.8342,267.9627,0.7671,0.0481,192.9196,15543.2896,4.5816,1.8238,0.3492,0.7038,119.32,6.0,-0.12053668025532283,-0.992708874098054,19.13,9.0
2011,17.9757,2.9018,25.1986,10.201,11.1714,3.7706,72.4643,14.9506,96.6857,10.9714,42.6486,80.0113,0.69,0.0524,138.46,20475.7883,4.04,0.7246,1.8357,21.8888,17.7457,2.9346,24.7057,13.4684,11.2657,5.1297,70.18,122.5334,93.1,29.91,44.2443,236.9303,0.6329,0.0093,221.5843,5435.1201,4.0386,0.5087,1.3986,13.692,26.22,4.0,-0.23931566428755743,-0.9709418174260521,119.32,6.0
2011,16.9657,1.8598,24.7386,6.4241,9.2714,4.6232,69.7486,15.8076,96.5571,4.6395,43.0357,57.9474,0.8971,0.0666,54.56,6967.6737,5.2643,1.3331,0.1743,0.1446,17.9757,2.9018,25.1986,10.201,11.1714,3.7706,72.4643,14.9506,96.6857,10.9714,42.6486,80.0113,0.69,0.0524,138.46,20475.7883,4.04,0.7246,1.8357,21.8888,54.83,8.0,-0.3546048870425356,-0.9350162426854148,26.22,4.0
2011,20.2343,1.0398,30.85,3.3573,12.0771,3.8605,69.1357,9.9414,95.7714,15.1457,31.7414,40.3491,0.8029,0.0459,114.2971,19088.3856,5.1657,0.5026,0.0,0.0,16.9657,1.8598,24.7386,6.4241,9.2714,4.6232,69.7486,15.8076,96.5571,4.6395,43.0357,57.9474,0.8971,0.0666,54.56,6967.6737,5.2643,1.3331,0.1743,0.1446,106.04,13.0,-0.46472317204376806,-0.8854560256532101,54.83,8.0
2011,20.4943,1.4548,28.5543,3.4214,12.7714,4.5003,69.1929,19.1063,97.2143,3.5214,39.1386,56.1047,0.6486,0.044,239.0286,8895.339,3.9757,0.7627,0.2914,0.193,20.2343,1.0398,30.85,3.3573,12.0771,3.8605,69.1357,9.9414,95.7714,15.1457,31.7414,40.3491,0.8029,0.0459,114.2971,19088.3856,5.1657,0.5026,0.0,0.0,94.21,10.0,-0.5680647467311556,-0.8229838658936566,106.04,13.0
2011,19.6971,3.2125,31.4114,8.9462,9.7857,9.3048,67.7457,26.0574,98.5286,0.7524,26.1329,39.1189,0.6814,0.0164,112.6043,12235.2425,4.9643,1.1462,0.1171,0.0961,20.4943,1.4548,28.5543,3.4214,12.7714,4.5003,69.1929,19.1063,97.2143,3.5214,39.1386,56.1047,0.6486,0.044,239.0286,8895.339,3.9757,0.7627,0.2914,0.193,1023.53,32.0,-0.663122658240795,-0.7485107481711013,94.21,10.0
2011,22.6829,2.5541,34.1014,8.2376,13.9086,3.5714,66.0443,9.6634,97.4571,5.5795,25.7714,16.2023,0.6286,0.0588,156.4829,14344.6006,4.3286,2.5504,1.2529,10.9876,19.6971,3.2125,31.4114,8.9462,9.7857,9.3048,67.7457,26.0574,98.5286,0.7524,26.1329,39.1189,0.6814,0.0164,112.6043,12235.2425,4.9643,1.1462,0.1171,0.0961,220.99,29.0,-0.7485107481711011,-0.6631226582407952,1023.53,32.0
2011,16.9143,1.6459,25.5329,9.2543,9.8514,10.725,77.4857,68.9881,99.4429,0.5162,44.0771,410.086,0.5129,0.0118,201.6629,7642.997,3.8029,0.3741,0.7271,1.3999,22.6829,2.5541,34.1014,8.2376,13.9086,3.5714,66.0443,9.6634,97.4571,5.5795,25.7714,16.2023,0.6286,0.0588,156.4829,14344.6006,4.3286,2.5504,1.2529,10.9876,12.3,3.0,-0.8229838658936564,-0.5680647467311559,220.99,29.0
2011,18.0443,0.7805,26.4529,6.4102,12.47,5.1165,77.8571,7.7795,99.7143,0.0648,38.0857,84.3048,0.6229,0.0186,206.1314,4653.0142,4.0314,0.5421,3.2057,21.1094,16.9143,1.6459,25.5329,9.2543,9.8514,10.725,77.4857,68.9881,99.4429,0.5162,44.0771,410.086,0.5129,0.0118,201.6629,7642.997,3.8029,0.3741,0.7271,1.3999,26.86,3.0,-0.8854560256532096,-0.4647231720437691,12.3,3.0
2011,18.6957,4.2274,28.0514,20.5654,10.9986,9.6759,73.2429,12.5834,98.3571,7.1829,38.8671,245.0508,0.5843,0.0161,159.6114,6418.3696,3.9886,0.6436,0.0871,0.0258,18.0443,0.7805,26.4529,6.4102,12.47,5.1165,77.8571,7.7795,99.7143,0.0648,38.0857,84.3048,0.6229,0.0186,206.1314,4653.0142,4.0314,0.5421,3.2057,21.1094,673.87,25.0,-0.9350162426854147,-0.3546048870425359,26.86,3.0
2011,18.8929,7.0298,28.53,23.2544,11.8571,6.6891,73.1129,6.5598,97.2714,10.1757,37.1243,39.4639,0.6386,0.0266,125.8486,16295.1244,4.4529,1.2704,0.0,0.0,18.6957,4.2274,28.0514,20.5654,10.9986,9.6759,73.2429,12.5834,98.3571,7.1829,38.8671,245.0508,0.5843,0.0161,159.6114,6418.3696,3.9886,0.6436,0.0871,0.0258,187.63,37.0,-0.970941817426052,-0.23931566428755774,673.87,25.0
2011,17.3986,3.0684,27.9857,4.6429,9.29,9.4126,72.7543,18.1169,99.0,1.3633,33.7643,51.223,0.5257,0.0023,135.0929,8869.9818,3.8471,0.9023,0.0,0.0,18.8929,7.0298,28.53,23.2544,11.8571,6.6891,73.1129,6.5598,97.2714,10.1757,37.1243,39.4639,0.6386,0.0266,125.8486,16295.1244,4.4529,1.2704,0.0,0.0,199.23,41.0,-0.992708874098054,-0.12053668025532357,187.63,37.0
2011,18.8657,0.7904,29.7271,15.9635,10.4529,3.6877,68.4414,97.1553,98.2143,3.4448,30.7143,374.0277,0.4771,0.0368,178.4714,3477.669,3.2943,1.3664,0.1457,0.0653,17.3986,3.0684,27.9857,4.6429,9.29,9.4126,72.7543,18.1169,99.0,1.3633,33.7643,51.223,0.5257,0.0023,135.0929,8869.9818,3.8471,0.9023,0.0,0.0,1767.9,74.0,-1.0,-1.8369701987210297e-16,199.23,41.0
2011,16.5071,8.4763,27.2643,20.8969,7.9471,10.824,70.5057,10.7047,97.9429,6.4962,33.5571,106.3612,0.6743,0.2168,106.9471,5862.4731,4.0671,3.6228,0.0,0.0,18.8657,0.7904,29.7271,15.9635,10.4529,3.6877,68.4414,97.1553,98.2143,3.4448,30.7143,374.0277,0.4771,0.0368,178.4714,3477.669,3.2943,1.3664,0.1457,0.0653,1177.07,71.0,-0.992708874098054,0.1205366802553232,1767.9,74.0
2011,15.4343,2.2474,30.0786,3.2583,4.4043,1.812,63.7757,3.8752,98.7143,1.7148,19.7857,3.0819,0.3557,0.0005,119.9429,321.1129,2.0443,0.0374,0.0,0.0,16.5071,8.4763,27.2643,20.8969,7.9471,10.824,70.5057,10.7047,97.9429,6.4962,33.5571,106.3612,0.6743,0.2168,106.9471,5862.4731,4.0671,3.6228,0.0,0.0,14998.71,152.0,-0.9709418174260521,0.23931566428755738,1177.07,71.0
2011,11.9614,5.1934,22.7,7.8088,3.34,12.9491,72.83,40.0442,98.5286,0.9957,36.3243,117.9552,0.8186,0.7646,152.2929,3381.5104,4.3843,6.9474,2.3314,36.9742,15.4343,2.2474,30.0786,3.2583,4.4043,1.812,63.7757,3.8752,98.7143,1.7148,19.7857,3.0819,0.3557,0.0005,119.9429,321.1129,2.0443,0.0374,0.0,0.0,7794.32,117.0,-0.9350162426854148,0.35460488704253557,14998.71,152.0
2011,9.9743,3.2107,16.9486,7.3088,4.79,4.4076,86.2286,9.8757,99.7857,0.1348,53.1643,177.3105,0.9329,0.5935,155.2686,3372.8342,5.18,15.3736,11.9186,214.3094,11.9614,5.1934,22.7,7.8088,3.34,12.9491,72.83,40.0442,98.5286,0.9957,36.3243,117.9552,0.8186,0.7646,152.2929,3381.5104,4.3843,6.9474,2.3314,36.9742,1.8,1.0,-0.8854560256532101,0.464723172043768,7794.32,117.0
2011,10.7057,5.2222,16.2543,5.7251,6.5857,11.2712,83.4857,59.2248,98.9143,0.8014,57.0086,54.0161,1.0957,0.6318,198.3857,4934.5114,5.6729,3.7631,5.3043,33.6355,9.9743,3.2107,16.9486,7.3088,4.79,4.4076,86.2286,9.8757,99.7857,0.1348,53.1643,177.3105,0.9329,0.5935,155.2686,3372.8342,5.18,15.3736,11.9186,214.3094,0.0,0.0,-0.822983865893657,0.5680647467311548,1.8,1.0
2011,12.1914,24.4812,17.1743,13.5613,7.3686,29.5272,79.6186,375.0564,94.4271,217.3972,53.9957,358.3261,1.5686,1.9428,156.5429,632.2262,6.5343,12.9157,2.4471,20.933,10.7057,5.2222,16.2543,5.7251,6.5857,11.2712,83.4857,59.2248,98.9143,0.8014,57.0086,54.0161,1.0957,0.6318,198.3857,4934.5114,5.6729,3.7631,5.3043,33.6355,3.88,1.0,-0.7485107481711011,0.6631226582407952,0.0,0.0
2011,10.4871,5.5861,15.4014,4.8066,5.9543,5.1369,87.2243,164.1925,98.4571,16.6629,62.6286,151.6041,0.7714,0.7018,157.39,2476.4797,4.3914,7.9246,2.71,19.7203,12.1914,24.4812,17.1743,13.5613,7.3686,29.5272,79.6186,375.0564,94.4271,217.3972,53.9957,358.3261,1.5686,1.9428,156.5429,632.2262,6.5343,12.9157,2.4471,20.933,0.0,0.0,-0.6631226582407955,0.7485107481711007,3.88,1.0
2011,6.9871,9.8263,11.5029,16.8832,3.3657,4.2788,89.0736,75.7008,99.0643,1.6037,66.8213,225.3726,0.4871,0.0091,120.4571,1502.5862,2.6643,0.9317,0.7857,2.1302,10.4871,5.5861,15.4014,4.8066,5.9543,5.1369,87.2243,164.1925,98.4571,16.6629,62.6286,151.6041,0.7714,0.7018,157.39,2476.4797,4.3914,7.9246,2.71,19.7203,0.0,0.0,-0.5680647467311559,0.8229838658936564,0.0,0.0
2011,7.4686,9.1041,11.7371,14.0927,3.0329,10.5353,87.3082,77.6627,99.3464,1.0159,68.1814,264.4009,0.7314,0.4131,162.6571,2609.3595,3.2943,3.5657,2.07,9.9596,6.9871,9.8263,11.5029,16.8832,3.3657,4.2788,89.0736,75.7008,99.0643,1.6037,66.8213,225.3726,0.4871,0.0091,120.4571,1502.5862,2.6643,0.9317,0.7857,2.1302,46.81,2.0,-0.4647231720437684,0.88545602565321,0.0,0.0
2011,8.5486,5.2654,12.08,7.6667,4.5614,7.0311,88.9368,40.9739,99.2179,0.8789,70.6114,195.1913,0.4214,0.0125,162.4571,4106.8495,2.7543,0.4709,1.9229,14.3026,7.4686,9.1041,11.7371,14.0927,3.0329,10.5353,87.3082,77.6627,99.3464,1.0159,68.1814,264.4009,0.7314,0.4131,162.6571,2609.3595,3.2943,3.5657,2.07,9.9596,0.0,0.0,-0.35460488704253595,0.9350162426854147,46.81,2.0
2011,8.0314,11.2105,12.3657,3.7962,3.7,17.1844,86.9857,19.3281,98.8857,0.8514,63.6371,5.9474,1.04,0.2817,218.4143,292.2814,5.61,4.0786,3.7886,17.3679,8.5486,5.2654,12.08,7.6667,4.5614,7.0311,88.9368,40.9739,99.2179,0.8789,70.6114,195.1913,0.4214,0.0125,162.4571,4106.8495,2.7543,0.4709,1.9229,14.3026,0.0,0.0,-0.2393156642875578,0.970941817426052,0.0,0.0
2011,4.5171,12.4283,7.54,19.4657,1.4471,9.9439,93.2939,65.2994,99.5464,0.9943,80.2928,305.9797,0.44,0.0528,114.8343,7230.2401,2.4957,0.8678,0.4643,0.4968,8.0314,11.2105,12.3657,3.7962,3.7,17.1844,86.9857,19.3281,98.8857,0.8514,63.6371,5.9474,1.04,0.2817,218.4143,292.2814,5.61,4.0786,3.7886,17.3679,0.0,0.0,-0.12053668025532363,0.992708874098054,0.0,0.0
2011,3.0711,10.792,8.0644,13.6299,-1.2267,6.584,93.8444,27.4703,99.0667,0.62,80.2311,190.2352,0.38,0.0181,118.9489,2771.0909,2.0733,0.8719,0.1556,0.0078,4.5171,12.4283,7.54,19.4657,1.4471,9.9439,93.2939,65.2994,99.5464,0.9943,80.2928,305.9797,0.44,0.0528,114.8343,7230.2401,2.4957,0.8678,0.4643,0.4968,7.5,4.0,6.432490598706546e-16,1.0,0.0,0.0
2012,7.9875,5.4848,11.9062,8.9291,4.875,6.8263,89.1875,33.427,98.8125,6.5498,71.2388,60.8846,0.695,0.2048,149.175,5103.3736,3.6662,3.2325,1.35,5.8405,,,,,,,,,,,,,,,,,,,,,1.7,1.0,0.12053668025532305,0.992708874098054,7.5,4.0
2012,0.8871,2.9839,7.6443,0.8899,-2.95,1.49,93.7286,3.2024,99.6,0.11,71.2814,42.0188,0.3386,0.0165,167.3857,1466.8848,2.1143,1.7269,1.2214,8.2965,7.9875,5.4848,11.9062,8.9291,4.875,6.8263,89.1875,33.427,98.8125,6.5498,71.2388,60.8846,0.695,0.2048,149.175,5103.3736,3.6662,3.2325,1.35,5.8405,13.95,7.0,0.23931566428755774,0.970941817426052,1.7,1.0
2012,6.5543,10.8765,11.1757,12.4555,2.6514,11.0735,90.3,21.5467,99.7,0.27,71.1386,91.3487,0.4743,0.0291,152.26,6124.2212,2.86,1.0992,0.0857,0.0114,0.8871,2.9839,7.6443,0.8899,-2.95,1.49,93.7286,3.2024,99.6,0.11,71.2814,42.0188,0.3386,0.0165,167.3857,1466.8848,2.1143,1.7269,1.2214,8.2965,2.11,1.0,0.3546048870425356,0.9350162426854148,13.95,7.0
2012,3.2129,3.4454,10.1743,4.4947,-1.7243,7.9303,86.9286,41.559,98.9286,0.6524,61.6914,266.2859,0.5914,0.072,144.3314,10155.5214,3.8,2.6776,0.2614,0.2744,6.5543,10.8765,11.1757,12.4555,2.6514,11.0735,90.3,21.5467,99.7,0.27,71.1386,91.3487,0.4743,0.0291,152.26,6124.2212,2.86,1.0992,0.0857,0.0114,40.28,10.0,0.4647231720437685,0.8854560256532099,2.11,1.0
2012,1.7257,5.3642,8.7971,4.3489,-4.2386,14.4317,78.4986,151.608,94.9857,22.0448,55.2814,375.9392,0.8271,0.3965,79.0957,2721.7736,5.0514,8.0433,0.4943,0.5119,3.2129,3.4454,10.1743,4.4947,-1.7243,7.9303,86.9286,41.559,98.9286,0.6524,61.6914,266.2859,0.5914,0.072,144.3314,10155.5214,3.8,2.6776,0.2614,0.2744,79.78,24.0,0.5680647467311558,0.8229838658936564,40.28,10.0
2012,3.5771,15.0829,10.2343,3.1092,-2.0857,35.4562,75.5657,56.2041,95.3429,9.4229,47.8471,230.1291,0.9029,0.1381,130.2429,14021.8702,5.27,3.8057,0.0871,0.0258,1.7257,5.3642,8.7971,4.3489,-4.2386,14.4317,78.4986,151.608,94.9857,22.0448,55.2814,375.9392,0.8271,0.3965,79.0957,2721.7736,5.0514,8.0433,0.4943,0.5119,143.55,21.0,0.6631226582407952,0.7485107481711011,79.78,24.0
2012,4.3843,3.227,12.8529,4.7007,-2.9771,11.7621,78.0,10.69,97.2857,4.0381,47.1229,49.1374,0.8886,0.174,138.5586,21948.0724,5.1443,5.0248,0.3486,0.5652,3.5771,15.0829,10.2343,3.1092,-2.0857,35.4562,75.5657,56.2041,95.3429,9.4229,47.8471,230.1291,0.9029,0.1381,130.2429,14021.8702,5.27,3.8057,0.0871,0.0258,135.73,35.0,0.7485107481711011,0.6631226582407953,143.55,21.0
2012,6.4943,7.109,18.75,7.0123,-2.66,10.7297,68.6186,65.436,97.0429,4.8895,28.7086,97.7007,0.39,0.0012,149.3286,1101.4324,2.3886,0.2118,0.0571,0.0095,4.3843,3.227,12.8529,4.7007,-2.9771,11.7621,78.0,10.69,97.2857,4.0381,47.1229,49.1374,0.8886,0.174,138.5586,21948.0724,5.1443,5.0248,0.3486,0.5652,518.53,80.0,0.8229838658936564,0.5680647467311559,135.73,35.0
2012,8.75,0.6819,18.4386,8.2092,0.5943,5.6918,75.0571,29.7729,97.5143,7.9348,41.8871,281.7549,0.6314,0.0453,206.3714,3850.269,4.9329,9.0739,0.2029,0.0554,6.4943,7.109,18.75,7.0123,-2.66,10.7297,68.6186,65.436,97.0429,4.8895,28.7086,97.7007,0.39,0.0012,149.3286,1101.4324,2.3886,0.2118,0.0571,0.0095,2158.91,71.0,0.8854560256532099,0.4647231720437686,518.53,80.0
2012,9.2243,5.0336,19.9714,18.1978,0.2457,12.7182,71.3971,22.2124,98.1571,2.3495,30.41,178.2935,0.5714,0.0468,100.2886,10290.8418,3.77,2.1705,0.0,0.0,8.75,0.6819,18.4386,8.2092,0.5943,5.6918,75.0571,29.7729,97.5143,7.9348,41.8871,281.7549,0.6314,0.0453,206.3714,3850.269,4.9329,9.0739,0.2029,0.0554,583.27,36.0,0.9350162426854148,0.35460488704253557,2158.91,71.0
2012,10.4929,6.2153,21.2129,41.0233,1.7243,3.8112,69.5471,77.6211,97.2857,4.2481,31.7643,358.9366,0.6686,0.0807,162.1714,5429.989,4.1457,2.3417,2.04,15.0005,9.2243,5.0336,19.9714,18.1978,0.2457,12.7182,71.3971,22.2124,98.1571,2.3495,30.41,178.2935,0.5714,0.0468,100.2886,10290.8418,3.77,2.1705,0.0,0.0,434.37,37.0,0.970941817426052,0.23931566428755804,583.27,36.0
2012,9.2571,21.1725,20.58,29.7833,-0.1957,21.4109,62.7614,128.5468,92.6857,87.8448,25.12,77.4674,0.8243,0.1294,137.2186,11090.6207,5.0786,3.2905,0.0286,0.0057,10.4929,6.2153,21.2129,41.0233,1.7243,3.8112,69.5471,77.6211,97.2857,4.2481,31.7643,358.9366,0.6686,0.0807,162.1714,5429.989,4.1457,2.3417,2.04,15.0005,95.81,22.0,0.992708874098054,0.120536680255323,434.37,37.0
2012,13.0414,1.1765,25.4029,1.6837,1.7671,1.7361,59.8186,98.827,93.7286,21.289,20.1857,50.6031,0.6757,0.0281,141.6843,14627.7035,5.2014,2.0145,0.0,0.0,9.2571,21.1725,20.58,29.7833,-0.1957,21.4109,62.7614,128.5468,92.6857,87.8448,25.12,77.4674,0.8243,0.1294,137.2186,11090.6207,5.0786,3.2905,0.0286,0.0057,1161.21,49.0,1.0,-1.6081226496766366e-16,95.81,22.0
2012,8.84,4.0166,15.0643,23.5904,4.1514,8.9159,75.2543,125.5577,90.7143,105.1681,48.9386,301.5864,0.9157,0.1122,93.42,16108.7674,4.9971,1.7644,1.9229,23.2688,13.0414,1.1765,25.4029,1.6837,1.7671,1.7361,59.8186,98.827,93.7286,21.289,20.1857,50.6031,0.6757,0.0281,141.6843,14627.7035,5.2014,2.0145,0.0,0.0,5.12,3.0,0.992708874098054,-0.12053668025532288,1161.21,49.0
2012,8.8771,2.2131,14.1686,17.2751,4.61,3.6516,81.1571,45.4462,97.2429,4.0829,57.5771,178.8024,1.1414,0.0488,232.6457,11039.2993,6.3171,1.0729,5.48,38.0961,8.84,4.0166,15.0643,23.5904,4.1514,8.9159,75.2543,125.5577,90.7143,105.1681,48.9386,301.5864,0.9157,0.1122,93.42,16108.7674,4.9971,1.7644,1.9229,23.2688,1.67,1.0,0.9709418174260521,-0.2393156642875575,5.12,3.0
2012,10.1114,3.1867,15.0786,8.0997,5.8514,11.0871,77.8971,81.8463,96.1429,6.2862,55.2571,238.3132,1.1386,0.0331,223.2629,9969.3463,5.3429,1.2599,4.11,40.8743,8.8771,2.2131,14.1686,17.2751,4.61,3.6516,81.1571,45.4462,97.2429,4.0829,57.5771,178.8024,1.1414,0.0488,232.6457,11039.2993,6.3171,1.0729,5.48,38.0961,0.0,0.0,0.9350162426854148,-0.35460488704253545,1.67,1.0
2012,9.04,0.772,15.34,2.1307,2.9471,5.6701,75.6414,27.6423,95.8429,14.3162,46.3643,166.9904,1.3071,0.4197,232.7,2245.1233,6.2186,2.7393,2.2743,18.9276,10.1114,3.1867,15.0786,8.0997,5.8514,11.0871,77.8971,81.8463,96.1429,6.2862,55.2571,238.3132,1.1386,0.0331,223.2629,9969.3463,5.3429,1.2599,4.11,40.8743,0.0,0.0,0.8854560256532099,-0.4647231720437685,0.0,0.0
2012,10.3871,1.4447,14.7171,2.6475,6.4971,2.8002,78.0243,108.1507,95.1429,17.5329,57.1557,56.0629,1.3743,0.4461,186.7857,1108.4281,5.7771,3.2052,6.09,50.1118,9.04,0.772,15.34,2.1307,2.9471,5.6701,75.6414,27.6423,95.8429,14.3162,46.3643,166.9904,1.3071,0.4197,232.7,2245.1233,6.2186,2.7393,2.2743,18.9276,0.0,0.0,0.8229838658936565,-0.5680647467311557,0.0,0.0
2012,17.4243,6.4436,25.35,19.6744,11.6229,5.8669,76.81,69.0917,96.9429,6.4129,48.2643,144.7351,0.91,0.0605,173.9671,11940.0452,5.68,3.7239,1.9529,15.3752,10.3871,1.4447,14.7171,2.6475,6.4971,2.8002,78.0243,108.1507,95.1429,17.5329,57.1557,56.0629,1.3743,0.4461,186.7857,1108.4281,5.7771,3.2052,6.09,50.1118,3.7,2.0,0.7485107481711013,-0.663122658240795,0.0,0.0
2012,14.0329,7.4667,22.3857,26.9365,7.5429,8.1045,75.3343,53.3533,96.6571,14.4695,43.2429,78.9713,0.7671,0.0466,294.0,2705.1767,5.02,2.4933,1.9529,11.1777,17.4243,6.4436,25.35,19.6744,11.6229,5.8669,76.81,69.0917,96.9429,6.4129,48.2643,144.7351,0.91,0.0605,173.9671,11940.0452,5.68,3.7239,1.9529,15.3752,4.91,2.0,0.6631226582407952,-0.7485107481711012,3.7,2.0
2012,15.7,10.1347,23.5657,30.7462,7.5257,5.7874,72.1314,27.4124,97.2429,7.9095,43.1,123.1752,0.6871,0.04,247.5714,4305.3824,4.1243,1.4134,0.0,0.0,14.0329,7.4667,22.3857,26.9365,7.5429,8.1045,75.3343,53.3533,96.6571,14.4695,43.2429,78.9713,0.7671,0.0466,294.0,2705.1767,5.02,2.4933,1.9529,11.1777,10.66,4.0,0.5680647467311558,-0.8229838658936564,4.91,2.0
2012,18.8157,4.5135,28.0043,25.2721,10.3214,8.7298,71.3429,49.824,98.6286,0.4924,34.7929,89.5934,0.6314,0.0203,229.1029,12064.5467,4.0386,0.9261,0.4957,1.3019,15.7,10.1347,23.5657,30.7462,7.5257,5.7874,72.1314,27.4124,97.2429,7.9095,43.1,123.1752,0.6871,0.04,247.5714,4305.3824,4.1243,1.4134,0.0,0.0,3.65,2.0,0.46472317204376906,-0.8854560256532096,10.66,4.0
2012,17.1014,4.0415,23.17,8.403,9.8687,9.3592,71.7657,25.5244,95.4429,11.7829,47.1314,96.7991,0.7614,0.029,257.7857,1296.5781,4.4143,0.2099,0.0286,0.0057,18.8157,4.5135,28.0043,25.2721,10.3214,8.7298,71.3429,49.824,98.6286,0.4924,34.7929,89.5934,0.6314,0.0203,229.1029,12064.5467,4.0386,0.9261,0.4957,1.3019,0.0,0.0,0.35460488704253584,-0.9350162426854147,3.65,2.0
2012,16.0243,3.5319,22.8129,4.1557,8.9587,8.564,72.2114,78.7841,94.7857,30.9914,48.1742,17.9806,0.8757,0.067,246.6143,900.8714,4.97,1.5533,2.6029,18.632,17.1014,4.0415,23.17,8.403,9.8687,9.3592,71.7657,25.5244,95.4429,11.7829,47.1314,96.7991,0.7614,0.029,257.7857,1296.5781,4.4143,0.2099,0.0286,0.0057,0.0,0.0,0.23931566428755768,-0.970941817426052,0.0,0.0
2012,16.5586,4.0868,24.63,13.7646,9.12,10.5457,72.0571,63.971,97.8714,3.549,35.5386,154.9596,0.6914,0.027,268.6643,13588.3639,3.96,0.4001,1.4143,6.8901,16.0243,3.5319,22.8129,4.1557,8.9587,8.564,72.2114,78.7841,94.7857,30.9914,48.1742,17.9806,0.8757,0.067,246.6143,900.8714,4.97,1.5533,2.6029,18.632,0.0,0.0,0.12053668025532308,-0.992708874098054,0.0,0.0
2012,19.5429,23.8937,28.1171,50.4351,10.6643,18.1146,66.7286,33.314,96.4857,9.6048,34.7686,113.752,0.7343,0.0198,198.0671,15666.3099,4.2543,0.974,0.2257,0.3566,16.5586,4.0868,24.63,13.7646,9.12,10.5457,72.0571,63.971,97.8714,3.549,35.5386,154.9596,0.6914,0.027,268.6643,13588.3639,3.96,0.4001,1.4143,6.8901,15.63,5.0,-3.216245299353273e-16,-1.0,0.0,0.0
2012,17.4386,1.0682,24.5014,7.4731,11.2271,3.4108,71.6814,14.8593,96.4857,1.9814,44.54,89.5523,0.7657,0.0128,300.3714,1338.6624,4.11,0.3028,0.3114,0.2202,19.5429,23.8937,28.1171,50.4351,10.6643,18.1146,66.7286,33.314,96.4857,9.6048,34.7686,113.752,0.7343,0.0198,198.0671,15666.3099,4.2543,0.974,0.2257,0.3566,0.0,0.0,-0.12053668025532283,-0.992708874098054,15.63,5.0
2012,16.7886,0.5688,24.4029,1.9451,9.2329,4.1502,69.2814,22.7749,95.4429,15.2562,40.79,95.7431,0.8329,0.0035,217.1186,20204.926,4.5929,0.1484,0.0286,0.0057,17.4386,1.0682,24.5014,7.4731,11.2271,3.4108,71.6814,14.8593,96.4857,1.9814,44.54,89.5523,0.7657,0.0128,300.3714,1338.6624,4.11,0.3028,0.3114,0.2202,0.0,0.0,-0.23931566428755743,-0.9709418174260521,0.0,0.0
